,Date,Open,Close,Low,High
0,2019-12-17,68.14450073242188,67.75599670410156,67.56614685058594,68.25
1,2019-12-18,67.83000183105469,67.63099670410156,67.55000305175781,68.02349853515625
2,2019-12-19,67.59100341796875,67.802001953125,67.44924926757812,67.90499877929688
3,2019-12-20,68.1675033569336,67.47949981689453,67.44999694824219,68.18199920654297
4,2019-12-23,67.79350280761719,67.44200134277344,67.32550048828125,67.98999786376953
5,2019-12-24,67.42500305175781,67.1780014038086,67.13899993896484,67.51300048828125
6,2019-12-26,67.30850219726562,68.0199966430664,67.22350311279297,68.06635284423828
7,2019-12-27,68.14949798583984,67.59449768066406,67.46549987792969,68.22650146484375
8,2019-12-30,67.5,66.80699920654297,66.70099639892578,67.6500015258789
9,2019-12-31,66.50550079345703,66.85099792480469,66.4542465209961,66.9000015258789
10,2020-01-02,67.07749938964844,68.36849975585938,67.07749938964844,68.40699768066406
11,2020-01-03,67.39299774169922,68.03299713134766,67.2771987915039,68.625
12,2020-01-06,67.5,69.71050262451172,67.5,69.82499694824219
13,2020-01-07,69.89700317382812,69.66699981689453,69.51899719238281,70.14949798583984
14,2020-01-08,69.60399627685547,70.21600341796875,69.54199981689453,70.5790023803711
15,2020-01-09,71.02850341796875,70.99150085449219,70.51349639892578,71.36650085449219
16,2020-01-10,71.37799835205078,71.48650360107422,70.9175033569336,71.74645233154297
17,2020-01-13,71.80650329589844,71.96150207519531,71.3010025024414,72.0260009765625
18,2020-01-14,71.95050048828125,71.54399871826172,71.41850280761719,72.08999633789062
19,2020-01-15,71.510498046875,71.95999908447266,71.510498046875,72.06974792480469
20,2020-01-16,72.37200164794922,72.58499908447266,72.0459976196289,72.59950256347656
21,2020-01-17,73.14550018310547,74.01950073242188,72.91100311279297,74.06475067138672
22,2020-01-21,73.95600128173828,74.22000122070312,73.55999755859375,74.59249877929688
23,2020-01-22,74.55000305175781,74.29750061035156,74.24649810791016,75.16069793701172
24,2020-01-23,74.38200378417969,74.3324966430664,74.1050033569336,74.7760009765625
25,2020-01-24,74.67949676513672,73.33550262451172,73.26249694824219,74.77474975585938
26,2020-01-27,71.55000305175781,71.69499969482422,71.05999755859375,71.90350341796875
27,2020-01-28,72.1500015258789,72.62799835205078,71.62349700927734,72.80000305175781
28,2020-01-29,72.94000244140625,72.93150329589844,72.33699798583984,73.27149963378906
29,2020-01-30,71.99800109863281,72.79199981689453,71.81999969482422,72.86399841308594
30,2020-01-31,73.44499969482422,71.71150207519531,71.42649841308594,73.50650024414062
31,2020-02-03,73.0999984741211,74.2969970703125,72.94950103759766,74.5
32,2020-02-04,72.85350036621094,72.35350036621094,71.31500244140625,73.4749984741211
33,2020-02-05,73.12100219726562,72.4114990234375,71.52799987792969,73.19200134277344
34,2020-02-06,72.5165023803711,73.8115005493164,72.47850036621094,74.0999984741211
35,2020-02-07,73.36499786376953,73.96150207519531,73.31749725341797,74.29199981689453
36,2020-02-10,73.71600341796875,75.43399810791016,73.71600341796875,75.4749984741211
37,2020-02-11,75.59049987792969,75.43949890136719,75.28189849853516,76.48149871826172
38,2020-02-12,75.7239990234375,75.91349792480469,75.40550231933594,76.03475189208984
39,2020-02-13,75.6344985961914,75.73300170898438,75.2300033569336,76.35900115966797
40,2020-02-14,75.77999877929688,76.03700256347656,75.36699676513672,76.03700256347656
41,2020-02-18,75.75,75.9834976196289,75.62950134277344,76.58149719238281
42,2020-02-19,76.25350189208984,76.33450317382812,76.06999969482422,76.60530090332031
43,2020-02-20,76.0999984741211,75.90750122070312,75.34100341796875,76.48200225830078
44,2020-02-21,75.40149688720703,74.25550079345703,74.02200317382812,75.61074829101562
45,2020-02-24,71.30549621582031,71.07949829101562,70.56950378417969,71.84850311279297
46,2020-02-25,71.6500015258789,69.42250061035156,69.12000274658203,71.90699768066406
47,2020-02-26,69.80699920654297,69.65899658203125,68.94999694824219,70.78500366210938
48,2020-02-27,68.10299682617188,65.90450286865234,65.8584976196289,68.58519744873047
49,2020-02-28,63.875,66.96649932861328,63.54999923706055,67.05699920654297
50,2020-03-02,67.58049774169922,69.45549774169922,66.34075164794922,69.54350280761719
51,2020-03-03,69.97100067138672,67.06950378417969,66.5999984741211,70.50749969482422
52,2020-03-04,67.96150207519531,69.32599639892578,67.15550231933594,69.40450286865234
53,2020-03-05,67.51000213623047,65.9520034790039,65.25499725341797,67.94550323486328
54,2020-03-06,63.85300064086914,64.92050170898438,63.0525016784668,65.31099700927734
55,2020-03-09,60.26499938964844,60.77799987792969,60.0,62.737998962402344
56,2020-03-10,63.0,64.01950073242188,60.938499450683594,64.05750274658203
57,2020-03-11,62.48500061035156,60.77050018310547,59.80350112915039,63.04800033569336
58,2020-03-12,56.29999923706055,55.74549865722656,55.665000915527344,59.69350051879883
59,2020-03-13,58.95000076293945,60.98649978637695,55.85715103149414,60.987998962402344
60,2020-03-16,54.79999923706055,54.21649932861328,53.72200012207031,57.61334991455078
61,2020-03-17,54.65549850463867,55.9900016784668,52.800498962402344,56.542999267578125
62,2020-03-18,52.82550048828125,54.84000015258789,51.86399841308594,55.32500076293945
63,2020-03-19,54.65250015258789,55.76449966430664,53.005401611328125,57.89849853515625
64,2020-03-20,56.7859992980957,53.61600112915039,53.27450180053711,57.199501037597656
65,2020-03-23,53.066001892089844,52.83100128173828,50.67679977416992,53.566001892089844
66,2020-03-24,55.188499450683594,56.722999572753906,54.53099822998047,56.75
67,2020-03-25,56.32350158691406,55.1245002746582,54.300498962402344,57.44499969482422
68,2020-03-26,55.59000015258789,58.087501525878906,54.67649841308594,58.49850082397461
69,2020-03-27,56.28350067138672,55.535499572753906,55.295501708984375,57.53350067138672
70,2020-03-30,56.25199890136719,57.340999603271484,54.82400131225586,57.58150100708008
71,2020-03-31,57.3650016784668,58.140499114990234,56.90700149536133,58.765499114990234
72,2020-04-01,56.099998474121094,55.28099822998047,54.872501373291016,56.484500885009766
73,2020-04-02,54.91299819946289,56.04199981689453,54.81999969482422,56.34299850463867
74,2020-04-03,55.950748443603516,54.89400100708008,53.990501403808594,56.176998138427734
75,2020-04-06,56.900001525878906,59.34600067138672,56.547000885009766,59.733001708984375
76,2020-04-07,61.04999923706055,59.32550048828125,59.11149978637695,61.25
77,2020-04-08,60.32500076293945,60.513999938964844,59.40800094604492,60.95349884033203
78,2020-04-09,61.20399856567383,60.5724983215332,59.83675003051758,61.278499603271484
79,2020-04-13,60.45899963378906,60.87799835205078,59.37990188598633,61.0255012512207
80,2020-04-14,62.25450134277344,63.46149826049805,61.846500396728516,64.10350036621094
81,2020-04-15,62.28049850463867,63.12350082397461,62.02000045776367,64.02300262451172
82,2020-04-16,63.70500183105469,63.173500061035156,62.13100051879883,63.95000076293945
83,2020-04-17,64.24250030517578,64.1624984741211,63.561500549316406,64.72149658203125
84,2020-04-20,63.54999923706055,63.330501556396484,63.06850051879883,64.08000183105469
85,2020-04-21,62.349998474121094,60.81700134277344,60.48550033569336,62.7135009765625
86,2020-04-22,62.277000427246094,63.160499572753906,62.099998474121094,64.28064727783203
87,2020-04-23,63.57749938964844,63.81549835205078,63.28350067138672,64.66549682617188
88,2020-04-24,63.05849838256836,63.96549987792969,62.47249984741211,64.0199966430664
89,2020-04-27,64.80000305175781,63.79399871826172,63.45000076293945,64.80750274658203
90,2020-04-28,64.39649963378906,61.68349838256836,61.61000061035156,64.40249633789062
91,2020-04-29,67.072998046875,67.0739974975586,66.26699829101562,67.99949645996094
92,2020-04-30,66.24400329589844,67.43299865722656,66.12449645996094,67.64099884033203
93,2020-05-01,66.42500305175781,66.03050231933594,65.55000305175781,67.60350036621094
94,2020-05-04,65.4114990234375,66.33999633789062,64.94999694824219,66.38300323486328
95,2020-05-05,66.89600372314453,67.55549621582031,66.87300109863281,68.6969985961914
96,2020-05-06,68.08450317382812,67.36499786376953,67.364501953125,68.55599975585938
97,2020-05-07,68.2969970703125,68.62799835205078,67.76349639892578,68.87999725341797
98,2020-05-08,69.15650177001953,69.41850280761719,68.77400207519531,69.93800354003906
99,2020-05-11,68.91400146484375,70.16300201416016,68.85759735107422,70.82649993896484
100,2020-05-12,70.35600280761719,68.78700256347656,68.7385025024414,70.75
101,2020-05-13,68.85250091552734,67.46649932861328,66.41999816894531,69.27410125732422
102,2020-05-14,66.7509994506836,67.80650329589844,66.19550323486328,67.87100219726562
103,2020-05-15,67.5,68.65950012207031,66.94999694824219,68.7239990234375
104,2020-05-18,68.0875015258789,69.1969985961914,67.7125015258789,69.61624908447266
105,2020-05-19,69.349853515625,68.67424774169922,68.67424774169922,69.5999984741211
106,2020-05-20,69.47899627685547,70.33599853515625,69.36250305175781,70.52100372314453
107,2020-05-21,70.4000015258789,70.13999938964844,69.67250061035156,70.77449798583984
108,2020-05-22,69.83550262451172,70.52100372314453,69.59149932861328,70.63800048828125
109,2020-05-26,71.8635025024414,70.85099792480469,70.60649871826172,72.05000305175781
110,2020-05-27,70.86250305175781,70.89199829101562,69.56449890136719,71.08699798583984
111,2020-05-28,69.84300231933594,70.83650207519531,69.80000305175781,72.04199981689453
112,2020-05-29,70.84700012207031,71.44599914550781,70.6675033569336,71.62850189208984
113,2020-06-01,70.91950225830078,71.59100341796875,70.9000015258789,71.89800262451172
114,2020-06-02,71.52749633789062,71.96099853515625,70.94149780273438,71.98049926757812
115,2020-06-03,71.91500091552734,71.81900024414062,71.48885345458984,72.32759857177734
116,2020-06-04,71.5199966430664,70.60900115966797,70.23650360107422,71.947998046875
117,2020-06-05,70.65850067138672,71.91950225830078,70.30000305175781,72.25250244140625
118,2020-06-08,71.11699676513672,72.33049774169922,71.11699676513672,72.39949798583984
119,2020-06-09,72.26799774169922,72.80799865722656,72.1604995727539,73.4000015258789
120,2020-06-10,72.97699737548828,73.2925033569336,72.8134994506836,73.71295166015625
121,2020-06-11,72.1240005493164,70.19200134277344,70.0999984741211,72.72374725341797
122,2020-06-12,71.42449951171875,70.65899658203125,69.3010025024414,71.8499984741211
123,2020-06-15,69.54000091552734,70.99250030517578,69.39600372314453,71.23999786376953
124,2020-06-16,72.26100158691406,72.13600158691406,71.29499816894531,72.7509994506836
125,2020-06-17,72.35800170898438,72.55599975585938,71.56900024414062,73.0
126,2020-06-18,72.45800018310547,71.7979965209961,71.35050201416016,72.57050323486328
127,2020-06-19,72.19999694824219,71.58599853515625,71.06749725341797,72.38999938964844
128,2020-06-22,71.44999694824219,72.59300231933594,71.1604995727539,72.63749694824219
129,2020-06-23,72.78199768066406,73.22049713134766,72.26200103759766,73.79705047607422
130,2020-06-24,73.07550048828125,71.59850311279297,71.48750305175781,73.77100372314453
131,2020-06-25,71.49500274658203,72.06649780273438,71.0,72.1449966430664
132,2020-06-26,71.56950378417969,67.99500274658203,67.59950256347656,71.67250061035156
133,2020-06-29,67.90899658203125,69.74849700927734,67.35050201416016,69.77999877929688
134,2020-06-30,69.52200317382812,70.68049621582031,69.197998046875,70.93250274658203
135,2020-07-01,70.55500030517578,71.9020004272461,70.49099731445312,72.1500015258789
136,2020-07-02,72.34700012207031,73.23500061035156,72.32099914550781,74.14749908447266
137,2020-07-06,74.00299835205078,74.78500366210938,73.64299774169922,75.32949829101562
138,2020-07-07,74.5,74.25900268554688,74.17749786376953,75.83999633789062
139,2020-07-08,74.71600341796875,74.80000305175781,74.28150177001953,75.29399871826172
140,2020-07-09,75.32250213623047,75.54949951171875,74.40425109863281,76.13600158691406
