,Date,Open,Close,Low,High,Volume
0,2014-12-19,92.1500015258789,92.05000305175781,91.76000213623047,92.7300033569336,14037800
1,2014-12-22,92.0999984741211,92.5999984741211,92.0,92.7300033569336,7157100
2,2014-12-23,92.73999786376953,93.29000091552734,92.69999694824219,93.4800033569336,5610600
3,2014-12-24,93.5,93.13999938964844,93.13999938964844,93.88999938964844,2403000
4,2014-12-26,93.1500015258789,93.45999908447266,93.05999755859375,93.80999755859375,3148700
5,2014-12-29,93.12000274658203,92.63999938964844,92.5,93.43000030517578,4657700
6,2014-12-30,92.25,92.4000015258789,92.0999984741211,92.81999969482422,4730000
7,2014-12-31,92.04000091552734,91.08999633789062,91.02999877929688,92.55000305175781,5712100
8,2015-01-02,90.83999633789062,90.44000244140625,89.91999816894531,91.0,7251400
9,2015-01-05,90.2300033569336,90.01000213623047,89.8499984741211,91.0,8626100
10,2015-01-06,90.30999755859375,89.5999984741211,89.26000213623047,90.55999755859375,7791200
11,2015-01-07,89.94000244140625,90.06999969482422,89.55999755859375,90.37000274658203,5986600
12,2015-01-08,90.4800033569336,91.0999984741211,90.12999725341797,91.2300033569336,6823300
13,2015-01-09,91.18000030517578,90.25,90.12000274658203,91.18000030517578,4872800
14,2015-01-12,90.4800033569336,89.91999816894531,89.51000213623047,90.62000274658203,5250900
15,2015-01-13,90.77999877929688,90.30000305175781,89.7699966430664,91.5,6727100
16,2015-01-14,89.7300033569336,89.98999786376953,89.43000030517578,90.16000366210938,6418200
17,2015-01-15,90.48999786376953,89.86000061035156,89.33999633789062,90.5,6768200
18,2015-01-16,89.94999694824219,91.25,89.87000274658203,91.33999633789062,8815700
19,2015-01-20,91.25,91.19000244140625,90.5,91.79000091552734,9869900
20,2015-01-21,90.4000015258789,90.7300033569336,89.62999725341797,91.19000244140625,6974500
21,2015-01-22,91.04000091552734,91.62000274658203,89.87000274658203,91.69000244140625,7211200
22,2015-01-23,91.16999816894531,90.08000183105469,89.94999694824219,91.19000244140625,6745700
23,2015-01-26,89.94999694824219,89.58000183105469,88.73999786376953,89.94999694824219,9371700
24,2015-01-27,87.0999984741211,86.48999786376953,86.0199966430664,87.20999908447266,14417400
25,2015-01-28,86.62999725341797,85.1500015258789,85.01000213623047,86.91000366210938,14033400
26,2015-01-29,85.77999877929688,85.66999816894531,85.1500015258789,86.11000061035156,12054500
27,2015-01-30,85.08999633789062,84.29000091552734,84.25,85.22000122070312,14685300
28,2015-02-02,84.58000183105469,85.12000274658203,83.68000030517578,85.13999938964844,10278700
29,2015-02-03,85.94999694824219,85.94999694824219,85.12000274658203,86.0,10747900
30,2015-02-04,85.88999938964844,85.79000091552734,85.55000305175781,86.4800033569336,9212800
31,2015-02-05,86.23999786376953,86.69999694824219,86.0999984741211,86.77999877929688,6531300
32,2015-02-06,86.55999755859375,85.61000061035156,85.1500015258789,86.61000061035156,8429800
33,2015-02-09,85.30999755859375,85.05000305175781,84.58999633789062,85.43000030517578,8811500
34,2015-02-10,85.33000183105469,85.38999938964844,84.81999969482422,85.56999969482422,7059300
35,2015-02-11,85.94999694824219,85.63999938964844,85.1500015258789,86.19999694824219,7184600
36,2015-02-12,86.05999755859375,86.02999877929688,85.41000366210938,86.1500015258789,6074600
37,2015-02-13,86.02999877929688,85.9000015258789,85.5,86.1500015258789,6272000
38,2015-02-17,86.05999755859375,85.48999786376953,85.0,86.05999755859375,10310400
39,2015-02-18,85.76000213623047,86.26000213623047,85.5199966430664,86.38999938964844,8132300
40,2015-02-19,86.11000061035156,85.20999908447266,85.05000305175781,86.30000305175781,7271600
41,2015-02-20,84.94999694824219,84.87000274658203,84.19000244140625,85.05000305175781,9581300
42,2015-02-23,84.95999908447266,85.38999938964844,84.6500015258789,85.5,7919200
43,2015-02-24,85.51000213623047,85.5,85.01000213623047,85.73999786376953,6502200
44,2015-02-25,85.69999694824219,85.45999908447266,85.23999786376953,85.80000305175781,5975800
45,2015-02-26,85.41999816894531,85.16999816894531,84.88999938964844,85.76000213623047,7964500
46,2015-02-27,85.0199966430664,85.12999725341797,84.56999969482422,85.37999725341797,7685000
47,2015-03-02,85.12999725341797,85.41000366210938,84.83999633789062,85.41000366210938,7235200
48,2015-03-03,85.3499984741211,85.16000366210938,84.54000091552734,85.44000244140625,6095600
49,2015-03-04,85.04000091552734,84.3499984741211,84.20999908447266,85.23999786376953,7370000
50,2015-03-05,84.62000274658203,84.62999725341797,84.08999633789062,84.76000213623047,5914200
51,2015-03-06,84.33999633789062,82.66000366210938,82.37000274658203,84.37000274658203,11338700
52,2015-03-09,82.79000091552734,83.08999633789062,82.68000030517578,83.20999908447266,7326700
53,2015-03-10,82.47000122070312,81.54000091552734,81.54000091552734,82.87999725341797,9681400
54,2015-03-11,81.52999877929688,81.38999938964844,80.80999755859375,81.77999877929688,10066600
55,2015-03-12,81.58999633789062,82.08999633789062,81.51000213623047,82.12000274658203,6951100
56,2015-03-13,81.9800033569336,81.83000183105469,81.1500015258789,82.27999877929688,7492500
57,2015-03-16,82.08000183105469,83.55999755859375,81.98999786376953,83.94999694824219,15618300
58,2015-03-17,83.36000061035156,82.8499984741211,82.43000030517578,83.37000274658203,7509300
59,2015-03-18,82.86000061035156,83.75,82.0199966430664,84.05000305175781,12607900
60,2015-03-19,83.45999908447266,83.37999725341797,83.12000274658203,83.75,9257500
61,2015-03-20,83.98999786376953,84.73999786376953,83.7699966430664,84.79000091552734,22580300
62,2015-03-23,84.37000274658203,84.86000061035156,84.36000061035156,85.05000305175781,9891100
