,Date,Open,Close,Low,High
0,2019-12-17,69.89250183105469,70.10250091552734,69.69999694824219,70.44249725341797
1,2019-12-18,69.94999694824219,69.93499755859375,69.77999877929688,70.4749984741211
2,2019-12-19,69.875,70.00499725341797,69.73750305175781,70.29499816894531
3,2019-12-20,70.55750274658203,69.86000061035156,69.63999938964844,70.6624984741211
4,2019-12-23,70.13249969482422,71.0,70.09249877929688,71.0625
5,2019-12-24,71.17250061035156,71.06749725341797,70.7300033569336,71.22250366210938
6,2019-12-26,71.20500183105469,72.47750091552734,71.17500305175781,72.49500274658203
7,2019-12-27,72.77999877929688,72.44999694824219,72.02999877929688,73.49250030517578
8,2019-12-30,72.36499786376953,72.87999725341797,71.30500030517578,73.17250061035156
9,2019-12-31,72.48249816894531,73.4124984741211,72.37999725341797,73.41999816894531
10,2020-01-02,74.05999755859375,75.0875015258789,73.79750061035156,75.1500015258789
11,2020-01-03,74.2874984741211,74.35749816894531,74.125,75.1449966430664
12,2020-01-06,73.44750213623047,74.94999694824219,73.1875,74.98999786376953
13,2020-01-07,74.95999908447266,74.59750366210938,74.37000274658203,75.2249984741211
14,2020-01-08,74.29000091552734,75.79750061035156,74.29000091552734,76.11000061035156
15,2020-01-09,76.80999755859375,77.40750122070312,76.55000305175781,77.60749816894531
16,2020-01-10,77.6500015258789,77.5824966430664,77.0625,78.1675033569336
17,2020-01-13,77.91000366210938,79.23999786376953,77.7874984741211,79.26750183105469
18,2020-01-14,79.17500305175781,78.16999816894531,78.0425033569336,79.39250183105469
19,2020-01-15,77.9625015258789,77.83499908447266,77.38749694824219,78.875
20,2020-01-16,78.39749908447266,78.80999755859375,78.02249908447266,78.92500305175781
21,2020-01-17,79.06749725341797,79.68250274658203,78.75,79.68499755859375
22,2020-01-21,79.29750061035156,79.14250183105469,79.0,79.75499725341797
23,2020-01-22,79.6449966430664,79.42500305175781,79.32749938964844,79.99749755859375
24,2020-01-23,79.4800033569336,79.80750274658203,78.9124984741211,79.88999938964844
25,2020-01-24,80.0625,79.57749938964844,79.37999725341797,80.8324966430664
